schema|SelectedProfileManifestV1
profile_id|VITHEIM-PRODUCTION-V1
generation|2
default_evidence_state|Specified
stop_id|selection|declared_minimum_dependencies|capability_dependencies|dependency_state|increment|delivery_slices|required_for_claims|capability|executable_owner|integration_retest_owners|required_storage_profile|required_identity_profile|required_runtime_profile|successor_after_skip|support_boundary|dependency_class|reason
0.64.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|KMS And Secret-Provider Adapters|specified:docs/implementation/PHASE_C.md#0.64.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.65.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|In-Process Secret Handling|specified:docs/implementation/PHASE_C.md#0.65.0|0.65.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.66.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Migration Registry And Immutable Planner|specified:docs/implementation/PHASE_C.md#0.66.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.67.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Resumable Migration Execution And Checkpoints|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.67.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.68.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Migration Admission, Fencing, And Lock Order|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.68.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.69.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Migration Candidate Verification And Activation|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.69.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.70.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Migration Failure, Rollback, And Reconciliation|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.70.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.71.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Migration History, Disposition, And Cleanup|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.71.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.72.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Cross-Backend Manifest And Preflight|specified:docs/implementation/PHASE_C.md#0.72.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.73.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Durable Queue Record And Semantic Port|specified:docs/implementation/PHASE_C.md#0.73.0|0.73.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.74.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Cache Semantics And Hosted Adapter|specified:docs/implementation/PHASE_C.md#0.74.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.75.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Streaming Export And Custody|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.75.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.76.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Staged Import And Quarantine|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.76.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.77.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Import Owner Preparation And Candidate Barrier|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.77.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.78.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Import Activation Authorization And Cutover|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.78.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.79.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Imported History And Disposition|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.79.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.80.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Import Recovery Capacity And Budget Conservation|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.80.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.81.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Corruption Detection And Authority Fence|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.81.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.82.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Corruption Rebuild And Clearance|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.82.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.83.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Backend Storage-Cost Profile And Re-cost|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.83.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.84.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Witness Observation And Equivocation Fence|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.84.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.85.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Witness Replacement Bootstrap And Transfer|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.85.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.86.0|Deferred|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Witness Operationalization, Checkpoint, And Replay|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.86.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.87.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Durable Queue Claims, Scheduling, And Backpressure|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.87.0|0.87.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.88.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Durable Queue Recovery And Conformance|specified:docs/implementation/SCOPE_SPLITS_FOUNDATION_STORAGE.md#0.88.0|0.88.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.89.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Minimal Policy And Redaction Contract|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.89.0|0.89.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.90.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Phase C Requirement Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.90.0|0.90.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.91.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Phase D Through G Requirement Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.91.0|0.91.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.92.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Phase H Through K Requirement Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.92.0|0.92.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.93.0|Mandatory|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|0.38.0,0.46.0,0.52.0,0.56.0,0.57.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Phase L Through Production Requirement Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.93.0|0.93.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.94.0|Mandatory|0.11.0,0.25.0,0.36.0,0.89.0|0.11.0,0.25.0,0.36.0,0.89.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Early Cross-Domain References And Read Ports|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.94.0|0.94.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.95.0|Mandatory|0.11.0,0.25.0,0.36.0,0.89.0|0.11.0,0.25.0,0.36.0,0.89.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Stable Domain Manifest Core|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.95.0|0.95.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.96.0|Mandatory|0.11.0,0.25.0,0.36.0,0.89.0|0.11.0,0.25.0,0.36.0,0.89.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Contribution Reference And Generation Safety|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.96.0|0.96.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.97.0|Mandatory|0.11.0,0.25.0,0.36.0,0.89.0|0.11.0,0.25.0,0.36.0,0.89.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Contribution Deferral And Product-State Gates|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.97.0|0.97.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.98.0|Mandatory|0.11.0,0.25.0,0.36.0,0.89.0|0.11.0,0.25.0,0.36.0,0.89.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Domain Event Ownership And Compatibility Gate|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.98.0|0.98.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.99.0|Mandatory|0.11.0,0.25.0,0.36.0,0.89.0|0.11.0,0.25.0,0.36.0,0.89.0|DeclaredMinimum|I5-operational-kernel|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Asynchronous Contract Ownership And Compatibility Gate|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.99.0|0.99.0,0.424.0|postgresql-reference|fake-facts-only|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.100.0|Unsupported|0.95.0,0.98.0,0.99.0|0.95.0,0.98.0,0.99.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Domain Retirement Contract And Prospective Gate|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.100.0|future-successor-required|postgresql-reference|fake-facts-only|Hosted|future-minor-required-after-skip|RefusedInDefaultV1|optional-outward-only|explicitly refused by the default production-v1 profile
